Invoice_ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating;;;;;;;;;;;;;;;;;;
75016718428,2,2,1,74.69,7,261415,5489715,152019,0,547222222222222,522.83,261415,9.1;;;;;;Invoice_ID;Branch;Customer type;1;Unit price;Quantity;Tax 5%;Total;Date;Time;cogs;gross income;Rating
22617113580,3,1,1,23.75,9,106875,2244375,1312019,0,501388888888889,213.75,106875,9.5;;;;;;59319514461;2;2;1;74.86;1;3.743;78.603;3242019;14:49;74.86;3.743;6.9
28317919594,3,1,1,48.51,7,169785,3565485,1252019,0,5625,339.57,169785,5.2;;;;;;22617113580;3;1;1;23.75;9;106.875;2.244.375;1312019;12:02;213.75;106.875;9.5
43016013493,2,2,2,94.88,7,33208,697368,232019,0,609722222222222,664.16,33208,4.2;;;;;;28317919594;3;1;1;48.51;7;169.785;3.565.485;1252019;13:30;339.57;169.785;5.2
13912010155,1,2,2,40.3,10,20.15,423.15,1242019,0,734027777777778,403,20.15,7;;;;;;43016013493;2;2;2;94.88;7;33.208;697.368;232019;14:38;664.16;33.208;4.2
55818014082,2,1,1,27.85,7,97475,2046975,3142019,0,722222222222222,194.95,97475,6;;;;;;13912010155;1;2;2;40.3;10;20.15;423.15;1242019;17:37;403;20.15;7
27819717759,3,2,1,62.48,1,3124,65604,2182019,0,853472222222222,62.48,3124,4.7;;;;;;55818014082;2;1;1;27.85;7;97.475;2.046.975;3142019;17:20;194.95;97.475;6
31616816352,1,2,2,36.36,2,3636,76356,1212019,0,416666666666667,72.72,3636,7.1;;;;;;27819717759;3;2;1;62.48;1;3.124;65.604;2182019;20:29;62.48;3.124;4.7
58510315943,1,1,1,18.11,10,9055,190155,3132019,0,490277777777778,181.1,9055,5.9;;;;;;31616816352;1;2;2;36.36;2;3.636;76.356;1212019;10:00;72.72;3.636;7.1
21110510490,2,2,2,51.92,5,12.98,272.58,332019,0,570833333333333,259.6,12.98,7.5;;;;;;58510315943;1;1;1;18.11;10;9.055;190.155;3132019;11:46;181.1;9.055;5.9
72717516477,3,1,2,28.84,4,5768,121128,3292019,0,613888888888889,115.36,5768,6.4;;;;;;21110510490;2;2;2;51.92;5;12.98;272.58;332019;13:42;259.6;12.98;7.5
74410215987,3,2,2,78.38,6,23514,493794,1102019,0,594444444444444,470.28,23514,5.8;;;;;;72717516477;3;1;2;28.84;4;5.768;121.128;3292019;14:44;115.36;5.768;6.4
30718319164,1,2,1,60.01,4,12002,252042,1252019,0,6625,240.04,12002,4.5;;;;;;74410215987;3;2;2;78.38;6;23.514;493.794;1102019;14:16;470.28;23.514;5.8
77910610012,1,2,2,88.61,1,44305,930405,1192019,0,43125,88.61,44305,7.7;;;;;;30718319164;1;2;1;60.01;4;12.002;252.042;1252019;15:54;240.04;12.002;4.5
44614716729,3,1,2,99.82,2,9982,209622,122019,0,75625,199.64,9982,6.7;;;;;;77910610012;1;2;2;88.61;1;44.305;930.405;1192019;10:21;88.61;44.305;7.7
57311013877,3,2,2,39.01,1,19505,409605,3122019,0,698611111111111,39.01,19505,4.7;;;;;;44614716729;3;1;2;99.82;2;9.982;209.622;122019;18:09;199.64;9.982;6.7
73510614124,2,1,1,48.61,1,24305,510405,2252019,0,646527777777778,48.61,24305,4.4;;;;;;57311013877;3;2;2;39.01;1;19.505;409.605;3122019;16:46;39.01;19.505;4.7
43915417422,3,1,1,51.19,4,10238,214998,3182019,0,71875,204.76,10238,4.7;;;;;;73510614124;2;1;1;48.61;1;24.305;510.405;2252019;15:31;48.61;24.305;4.4
39619012219,1,1,2,14.96,8,5984,125664,2232019,0,520138888888889,119.68,5984,8.6;;;;;;43915417422;3;1;1;51.19;4;10.238;214.998;3182019;17:15;204.76;10.238;4.7
41117710180,2,2,1,72.2,7,25.27,530.67,3262019,0,843055555555556,505.4,25.27,4.3;;;;;;39619012219;1;1;2;14.96;8;5.984;125.664;2232019;12:29;119.68;5.984;8.6
28610115402,1,1,1,40.23,7,140805,2956905,3302019,0,556944444444444,281.61,140805,9.6;;;;;;41117710180;2;2;1;72.2;7;25.27;530.67;3262019;20:14;505.4;25.27;4.3
80311718013,1,2,1,88.79,8,35516,745836,2172019,0,714583333333333,710.32,35516,4.1;;;;;;28610115402;1;1;1;40.23;7;140.805;2.956.905;3302019;13:22;281.61;140.805;9.6
51219811403,1,2,1,26.48,3,3972,83412,3212019,0,444444444444444,79.44,3972,4.7;;;;;;80311718013;1;2;1;88.79;8;35.516;745.836;2172019;17:09;710.32;35.516;4.1
84814212560,1,1,2,81.91,2,8191,172011,352019,0,738194444444444,163.82,8191,7.8;;;;;;51219811403;1;2;1;26.48;3;3.972;83.412;3212019;10:40;79.44;3.972;4.7
53215917201,1,2,2,79.93,6,23979,503559,1312019,0,586111111111111,479.58,23979,5.5;;;;;;84814212560;1;1;2;81.91;2;8.191;172.011;352019;17:43;163.82;8.191;7.8
18119416432,2,2,1,69.33,2,6933,145593,252019,0,795138888888889,138.66,6933,9.7;;;;;;53215917201;1;2;2;79.93;6;23.979;503.559;1312019;14:04;479.58;23.979;5.5
87017611733,3,2,1,14.23,5,35575,747075,212019,0,422222222222222,71.15,35575,4.4;;;;;;18119416432;2;2;1;69.33;2;6.933;145.593;252019;19:05;138.66;6.933;9.7
42316414619,1,2,1,15.55,9,69975,1469475,372019,0,55,139.95,69975,5;;;;;;87017611733;3;2;1;14.23;5;35.575;747.075;212019;10:08;71.15;35.575;4.4
22710714446,1,2,2,78.13,10,39065,820365,2102019,0,86875,781.3,39065,4.4;;;;;;42316414619;1;2;1;15.55;9;69.975;1.469.475;372019;13:12;139.95;69.975;5
17413613675,3,2,1,99.37,2,9937,208677,2142019,0,728472222222222,198.74,9937,5.2;;;;;;22710714446;1;2;2;78.13;10;39.065;820.365;2102019;20:51;781.3;39.065;4.4
42818315800,3,2,2,21.08,3,3162,66402,292019,0,434027777777778,63.24,3162,7.3;;;;;;17413613675;3;2;1;99.37;2;9.937;208.677;2142019;17:29;198.74;9.937;5.2
60310710961,3,2,1,74.79,5,186975,3926475,1102019,0,481944444444444,373.95,186975,4.9;;;;;;42818315800;3;2;2;21.08;3;3.162;66.402;292019;10:25;63.24;3.162;7.3
70412014138,3,2,2,29.67,7,103845,2180745,3112019,0,790277777777778,207.69,103845,8.1;;;;;;60310710961;3;2;1;74.79;5;186.975;3.926.475;1102019;11:34;373.95;186.975;4.9
78711511757,3,2,1,44.07,4,8814,185094,2182019,0,686111111111111,176.28,8814,8.4;;;;;;70412014138;3;2;2;29.67;7;103.845;2.180.745;3112019;18:58;207.69;103.845;8.1
64911113678,3,1,1,22.93,9,103185,2166885,2262019,0,851388888888889,206.37,103185,5.5;;;;;;78711511757;3;2;1;44.07;4;8.814;185.094;2182019;16:28;176.28;8.814;8.4
62212011945,3,1,2,39.42,1,1971,41391,1182019,0,630555555555556,39.42,1971,8.4;;;;;;64911113678;3;1;1;22.93;9;103.185;2.166.885;2262019;20:26;206.37;103.185;5.5
37219418041,3,1,1,15.26,6,4578,96138,2152019,0,752083333333333,91.56,4578,9.8;;;;;;62212011945;3;1;2;39.42;1;1.971;41.391;1182019;15:08;39.42;1.971;8.4
56319117120,1,1,2,61.77,5,154425,3242925,382019,0,55625,308.85,154425,6.7;;;;;;37219418041;3;1;1;15.26;6;4.578;96.138;2152019;18:03;91.56;4.578;9.8
74615415508,1,1,2,21.52,6,6456,135576,1172019,0,533333333333333,129.12,6456,9.4;;;;;;56319117120;1;1;2;61.77;5;154.425;3.242.925;382019;13:21;308.85;154.425;6.7
27615410879,1,1,2,97.74,4,19548,410508,3122019,0,828472222222222,390.96,19548,6.4;;;;;;74615415508;1;1;2;21.52;6;6.456;135.576;1172019;12:48;129.12;6.456;9.4
81511111168,2,2,2,99.78,5,24945,523845,392019,0,797916666666667,498.9,24945,5.4;;;;;;27615410879;1;1;2;97.74;4;19.548;410.508;3122019;19:53;390.96;19.548;6.4
71917613868,1,2,2,94.26,4,18852,395892,3122019,0,6875,377.04,18852,8.6;;;;;;81511111168;2;2;2;99.78;5;24.945;523.845;392019;19:09;498.9;24.945;5.4
73016118757,3,2,2,51.13,4,10226,214746,1252019,0,424305555555556,204.52,10226,4;;;;;;71917613868;1;2;2;94.26;4;18.852;395.892;3122019;16:30;377.04;18.852;8.6
34016610321,2,2,2,36.36,4,7272,152712,3252019,0,546527777777778,145.44,7272,7.6;;;;;;73016118757;3;2;2;51.13;4;10.226;214.746;1252019;10:11;204.52;10.226;4
86818111752,1,1,2,22.02,9,9909,208089,272019,0,783333333333333,198.18,9909,6.8;;;;;;34016610321;2;2;2;36.36;4;7.272;152.712;3252019;13:07;145.44;7.272;7.6
63419718956,2,1,2,32.9,3,4935,103635,2172019,0,727083333333333,98.7,4935,9.1;;;;;;86818111752;1;1;2;22.02;9;9.909;208.089;272019;18:48;198.18;9.909;6.8
56617111091,1,1,2,77.02,5,19255,404355,232019,0,665972222222222,385.1,19255,5.5;;;;;;63419718956;2;1;2;32.9;3;4.935;103.635;2172019;17:27;98.7;4.935;9.1
44214813607,1,2,2,23.48,2,2348,49308,3142019,0,472916666666667,46.96,2348,7.9;;;;;;56617111091;1;1;2;77.02;5;19.255;404.355;232019;15:59;385.1;19.255;5.5
83511610096,1,2,1,14.7,5,3675,77175,3242019,0,575,73.5,3675,8.5;;;;;;44214813607;1;2;2;23.48;2;2.348;49.308;3142019;11:21;46.96;2.348;7.9
52710916272,3,2,2,28.45,5,71125,1493625,3212019,0,428472222222222,142.25,71125,9.1;;;;;;83511610096;1;2;1;14.7;5;3.675;77.175;3242019;13:48;73.5;3.675;8.5
89810412717,1,1,1,76.4,9,34.38,721.98,3192019,0,659027777777778,687.6,34.38,7.5;;;;;;52710916272;3;2;2;28.45;5;71.125;1.493.625;3212019;10:17;142.25;71.125;9.1
69212718933,1,1,1,57.95,6,17385,365085,2242019,0,543055555555556,347.7,17385,5.2;;;;;;89810412717;1;1;1;76.4;9;34.38;721.98;3192019;15:49;687.6;34.38;7.5
63310913463,2,1,1,47.65,3,71475,1500975,3282019,0,540277777777778,142.95,71475,9.5;;;;;;69212718933;1;1;1;57.95;6;17.385;365.085;2242019;13:02;347.7;17.385;5.2
37411713652,3,2,2,42.82,9,19269,404649,252019,0,643055555555556,385.38,19269,8.9;;;;;;63310913463;2;1;1;47.65;3;71.475;1.500.975;3282019;12:58;142.95;71.475;9.5
37810717001,2,2,1,48.09,3,72135,1514835,2102019,0,765972222222222,144.27,72135,7.8;;;;;;37411713652;3;2;2;42.82;9;19.269;404.649;252019;15:26;385.38;19.269;8.9
43317516987,2,2,1,55.97,7,195895,4113795,352019,0,795833333333333,391.79,195895,8.9;;;;;;37810717001;2;2;1;48.09;3;72.135;1.514.835;2102019;18:23;144.27;72.135;7.8
87319514984,2,2,1,76.9,7,26915,565215,2152019,0,847916666666667,538.3,26915,7.7;;;;;;43317516987;2;2;1;55.97;7;195.895;4.113.795;352019;19:06;391.79;195.895;8.9
41611315917,2,1,2,97.03,5,242575,5094075,1302019,0,683333333333333,485.15,242575,9.3;;;;;;87319514984;2;2;1;76.9;7;26.915;565.215;2152019;20:21;538.3;26.915;7.7
15018918043,3,1,1,44.65,3,66975,1406475,2142019,0,627777777777778,133.95,66975,6.2;;;;;;41611315917;2;1;2;97.03;5;242.575;5.094.075;1302019;16:24;485.15;242.575;9.3
13518418019,1,1,2,77.93,9,350685,7364385,2272019,0,673611111111111,701.37,350685,7.6;;;;;;15018918043;3;1;1;44.65;3;66.975;1.406.475;2142019;15:04;133.95;66.975;6.2
44119417118,1,2,1,71.95,1,35975,755475,242019,0,509722222222222,71.95,35975,7.3;;;;;;13518418019;1;1;2;77.93;9;350.685;7.364.385;2272019;16:10;701.37;350.685;7.6
72519613778,1,2,2,89.25,8,35.7,749.7,1202019,0,425694444444444,714,35.7,4.7;;;;;;44119417118;1;2;1;71.95;1;35.975;755.475;242019;12:14;71.95;35.975;7.3
53118011784,3,1,1,26.02,7,9107,191247,3282019,0,734722222222222,182.14,9107,5.1;;;;;;72519613778;1;2;2;89.25;8;35.7;749.7;1202019;10:13;714;35.7;4.7
40014511220,1,1,1,13.5,10,6.75,141.75,2272019,0,4625,135,6.75,4.8;;;;;;53118011784;3;1;1;26.02;7;9.107;191.247;3282019;17:38;182.14;9.107;5.1
86017910874,2,2,2,99.3,10,49.65,1042.65,2152019,0,620138888888889,993,49.65,6.6;;;;;;40014511220;1;1;1;13.5;10;6.75;141.75;2272019;11:06;135;6.75;4.8
83416118124,3,1,1,51.69,7,180915,3799215,1262019,0,765277777777778,361.83,180915,5.5;;;;;;86017910874;2;2;2;99.3;10;49.65;1042.65;2152019;14:53;993;49.65;6.6
11519914379,1,2,2,54.73,7,191555,4022655,3142019,0,793055555555556,383.11,191555,8.5;;;;;;83416118124;3;1;1;51.69;7;180.915;3.799.215;1262019;18:22;361.83;180.915;5.5
56516716697,2,2,1,27,9,12.15,255.15,322019,0,594444444444444,243,12.15,4.8;;;;;;11519914379;1;2;2;54.73;7;191.555;4.022.655;3142019;19:02;383.11;191.555;8.5
32014916392,2,1,1,30.24,1,1512,31752,342019,0,655555555555556,30.24,1512,8.4;;;;;;56516716697;2;2;1;27;9;12.15;255.15;322019;14:16;243;12.15;4.8
88910419723,3,2,1,89.14,4,17828,374388,172019,0,513888888888889,356.56,17828,7.8;;;;;;32014916392;2;1;1;30.24;1;1.512;31.752;342019;15:44;30.24;1.512;8.4
63219010281,2,1,1,37.55,10,18775,394275,382019,0,834027777777778,375.5,18775,9.3;;;;;;88910419723;3;2;1;89.14;4;17.828;374.388;172019;12:20;356.56;17.828;7.8
55414212417,3,1,2,95.44,10,47.72,1002.12,192019,0,572916666666667,954.4,47.72,5.2;;;;;;63219010281;2;1;1;37.55;10;18.775;394.275;382019;20:01;375.5;18.775;9.3
45316316187,3,1,2,27.5,3,4125,86625,312019,0,652777777777778,82.5,4125,6.5;;;;;;55414212417;3;1;2;95.44;10;47.72;1002.12;192019;13:45;954.4;47.72;5.2
57818017669,2,1,2,74.97,1,37485,787185,3162019,0,706944444444444,74.97,37485,5.6;;;;;;45316316187;3;1;2;27.5;3;4.125;86.625;312019;15:40;82.5;4.125;6.5
61213615536,2,2,1,80.96,8,32384,680064,2172019,0,466666666666667,647.68,32384,7.4;;;;;;57818017669;2;1;2;74.97;1;37.485;787.185;3162019;16:58;74.97;37.485;5.6
60517214132,1,1,2,94.47,8,37788,793548,2272019,0,633333333333333,755.76,37788,9.1;;;;;;61213615536;2;2;1;80.96;8;32.384;680.064;2172019;11:12;647.68;32.384;7.4
47114112823,3,1,2,99.79,2,9979,209559,372019,0,859027777777778,199.58,9979,8;;;;;;60517214132;1;1;2;94.47;8;37.788;793.548;2272019;15:12;755.76;37.788;9.1
46216719126,3,1,1,73.22,6,21966,461286,1212019,0,738888888888889,439.32,21966,7.2;;;;;;47114112823;3;1;2;99.79;2;9.979;209.559;372019;20:37;199.58;9.979;8
27212719238,1,1,1,41.24,4,8248,173208,2192019,0,682638888888889,164.96,8248,7.1;;;;;;46216719126;3;1;1;73.22;6;21.966;461.286;1212019;17:44;439.32;21.966;7.2
83412519262,3,1,1,81.68,4,16336,343056,162019,0,508333333333333,326.72,16336,9.1;;;;;;27212719238;1;1;1;41.24;4;8.248;173.208;2192019;16:23;164.96;8.248;7.1
12216119553,3,1,2,51.32,9,23094,484974,3142019,0,814583333333333,461.88,23094,5.6;;;;;;83412519262;3;1;1;81.68;4;16.336;343.056;162019;12:12;326.72;16.336;9.1
46818810009,3,2,1,65.94,4,13188,276948,3242019,0,436805555555556,263.76,13188,6;;;;;;12216119553;3;1;2;51.32;9;23.094;484.974;3142019;19:33;461.88;23.094;5.6
61315919758,1,1,2,14.36,10,7.18,150.78,1272019,0,602777777777778,143.6,7.18,5.4;;;;;;46818810009;3;2;1;65.94;4;13.188;276.948;3242019;10:29;263.76;13.188;6
25413110042,3,2,1,21.5,9,9675,203175,362019,0,531944444444444,193.5,9675,7.8;;;;;;61315919758;1;1;2;14.36;10;7.18;150.78;1272019;14:28;143.6;7.18;5.4
20118612184,1,2,1,26.26,7,9191,193011,222019,0,819444444444445,183.82,9191,9.9;;;;;;25413110042;3;2;1;21.5;9;9.675;203.175;362019;12:46;193.5;9.675;7.8
26111218671,2,1,1,60.96,2,6096,128016,1252019,0,81875,121.92,6096,4.9;;;;;;20118612184;1;2;1;26.26;7;9.191;193.011;222019;19:40;183.82;9.191;9.9
73017019830,2,1,2,70.11,6,21033,441693,3142019,0,745833333333333,420.66,21033,5.2;;;;;;26111218671;2;1;1;60.96;2;6.096;128.016;1252019;19:39;121.92;6.096;4.9
38212518917,3,1,1,42.08,6,12624,265104,1292019,0,517361111111111,252.48,12624,8.9;;;;;;73017019830;2;1;2;70.11;6;21.033;441.693;3142019;17:54;420.66;21.033;5.2
42212918786,3,1,1,67.09,5,167725,3522225,132019,0,699305555555556,335.45,167725,9.1;;;;;;38212518917;3;1;1;42.08;6;12.624;265.104;1292019;12:25;252.48;12.624;8.9
66712315919,1,2,1,96.7,5,24175,507675,1142019,0,536111111111111,483.5,24175,7;;;;;;42212918786;3;1;1;67.09;5;167.725;3.522.225;132019;16:47;335.45;167.725;9.1
84310114703,1,2,2,35.38,9,15921,334341,152019,0,826388888888889,318.42,15921,9.6;;;;;;66712315919;1;2;1;96.7;5;24.175;507.675;1142019;12:52;483.5;24.175;7
74318811662,2,1,2,95.49,7,334215,7018515,2222019,0,761805555555556,668.43,334215,8.7;;;;;;84310114703;1;2;2;35.38;9;15.921;334.341;152019;19:50;318.42;15.921;9.6
59518612894,3,2,1,96.98,4,19396,407316,262019,0,722222222222222,387.92,19396,9.4;;;;;;74318811662;2;1;2;95.49;7;334.215;7.018.515;2222019;18:17;668.43;334.215;8.7
18216918360,3,1,2,23.65,4,4.73,99.33,1302019,0,563888888888889,94.6,4.73,4;;;;;;59518612894;3;2;1;96.98;4;19.396;407.316;262019;17:20;387.92;19.396;9.4
28911517034,2,2,1,82.33,4,16466,345786,1112019,0,442361111111111,329.32,16466,7.5;;;;;;18216918360;3;1;2;23.65;4;4.73;99.33;1302019;13:32;94.6;4.73;4
46217815240,1,1,1,26.61,2,2661,55881,3192019,0,607638888888889,53.22,2661,4.2;;;;;;28911517034;2;2;1;82.33;4;16.466;345.786;1112019;10:37;329.32;16.466;7.5
86815217573,3,1,1,99.69,5,249225,5233725,1142019,0,50625,498.45,249225,9.9;;;;;;46217815240;1;1;1;26.61;2;2.661;55.881;3192019;14:35;53.22;2.661;4.2
15315814872,2,2,1,74.89,4,14978,314538,312019,0,647222222222222,299.56,14978,4.2;;;;;;86815217573;3;1;1;99.69;5;249.225;5.233.725;1142019;12:09;498.45;249.225;9.9
66217212873,3,1,2,40.94,5,10235,214935,162019,0,581944444444444,204.7,10235,9.9;;;;;;15315814872;2;2;1;74.89;4;14.978;314.538;312019;15:32;299.56;14.978;4.2
52518817307,1,2,2,75.82,1,3791,79611,1312019,0,554861111111111,75.82,3791,5.8;;;;;;66217212873;3;1;2;40.94;5;10.235;214.935;162019;13:58;204.7;10.235;9.9
68911619784,2,1,1,46.77,6,14031,294651,3112019,0,567361111111111,280.62,14031,6;;;;;;52518817307;1;2;2;75.82;1;3.791;79.611;1312019;13:19;75.82;3.791;5.8
72515610833,3,1,1,32.32,10,16.16,339.36,2202019,0,700694444444444,323.2,16.16,10;;;;;;68911619784;2;1;1;46.77;6;14.031;294.651;3112019;13:37;280.62;14.031;6
39414110748,1,2,2,54.07,9,243315,5109615,1272019,0,621527777777778,486.63,243315,9.5;;;;;;72515610833;3;1;1;32.32;10;16.16;339.36;2202019;16:49;323.2;16.16;10
59614213999,3,1,1,18.22,7,6377,133917,3102019,0,586111111111111,127.54,6377,6.6;;;;;;39414110748;1;2;2;54.07;9;243.315;5.109.615;1272019;14:55;486.63;243.315;9.5
54118919860,2,2,1,80.48,3,12072,253512,2152019,0,521527777777778,241.44,12072,8.1;;;;;;59614213999;3;1;1;18.22;7;6.377;133.917;3102019;14:04;127.54;6.377;6.6
17318219529,3,1,2,37.95,10,18975,398475,1262019,0,61875,379.5,18975,9.7;;;;;;54118919860;2;2;1;80.48;3;12.072;253.512;2152019;12:31;241.44;12.072;8.1
56313619814,2,2,1,76.82,1,3841,80661,2132019,0,76875,76.82,3841,7.2;;;;;;17318219529;3;1;2;37.95;10;18.975;398.475;1262019;14:51;379.5;18.975;9.7
30814714913,1,2,1,52.26,10,26.13,548.73,392019,0,53125,522.6,26.13,6.2;;;;;;56313619814;2;2;1;76.82;1;3.841;80.661;2132019;18:27;76.82;3.841;7.2
88511716250,1,1,1,79.74,1,3987,83727,362019,0,441666666666667,79.74,3987,7.3;;;;;;30814714913;1;2;1;52.26;10;26.13;548.73;392019;12:45;522.6;26.13;6.2
72612712396,1,1,1,77.5,5,19375,406875,1242019,0,858333333333333,387.5,19375,4.3;;;;;;88511716250;1;1;1;79.74;1;3.987;83.727;362019;10:36;79.74;3.987;7.3
31610113952,1,1,2,54.27,5,135675,2849175,3132019,0,594444444444444,271.35,135675,4.6;;;;;;72612712396;1;1;1;77.5;5;19.375;406.875;1242019;20:36;387.5;19.375;4.3
76015411821,1,1,1,13.59,9,61155,1284255,3152019,0,434722222222222,122.31,61155,5.8;;;;;;31610113952;1;1;2;54.27;5;135.675;2.849.175;3132019;14:16;271.35;135.675;4.6
79311013222,2,2,2,41.06,6,12318,258678,352019,0,5625,246.36,12318,8.3;;;;;;76015411821;1;1;1;13.59;9;61.155;1.284.255;3152019;10:26;122.31;61.155;5.8
34611213257,2,2,1,19.24,9,8658,181818,342019,0,686111111111111,173.16,8658,8;;;;;;79311013222;2;2;2;41.06;6;12.318;258.678;352019;13:30;246.36;12.318;8.3
11010516330,2,1,2,39.43,6,11829,248409,3252019,0,845833333333333,236.58,11829,9.4;;;;;;34611213257;2;2;1;19.24;9;8.658;181.818;342019;16:28;173.16;8.658;8
65116110874,3,1,2,46.22,4,9244,194124,3122019,0,836111111111111,184.88,9244,6.2;;;;;;11010516330;2;1;2;39.43;6;11.829;248.409;3252019;20:18;236.58;11.829;9.4
23618613015,3,2,1,13.98,1,0.699,14679,242019,0,568055555555556,13.98,0.699,9.8;;;;;;65116110874;3;1;2;46.22;4;9.244;194.124;3122019;20:04;184.88;9.244;6.2
83116410259,3,1,1,39.75,5,99375,2086875,2222019,0,446527777777778,198.75,99375,9.6;;;;;;23618613015;3;2;1;13.98;1;0.699;14.679;242019;13:38;13.98;0.699;9.8
58710317455,2,2,2,97.79,7,342265,7187565,2162019,0,729166666666667,684.53,342265,4.9;;;;;;83116410259;3;1;1;39.75;5;99.375;2.086.875;2222019;10:43;198.75;99.375;9.6
88214014577,3,2,2,67.26,4,13452,282492,1192019,0,644444444444444,269.04,13452,8;;;;;;58710317455;2;2;2;97.79;7;342.265;7.187.565;2162019;17:30;684.53;342.265;4.9
73216715346,1,1,1,13.79,5,34475,723975,1112019,0,796527777777778,68.95,34475,7.8;;;;;;88214014577;3;2;2;67.26;4;13.452;282.492;1192019;15:28;269.04;13.452;8
72513219708,1,2,1,68.71,4,13742,288582,142019,0,792361111111111,274.84,13742,4.1;;;;;;73216715346;1;1;1;13.79;5;34.475;723.975;1112019;19:07;68.95;34.475;7.8
25610818343,2,1,1,56.53,4,11306,237426,342019,0,825,226.12,11306,5.5;;;;;;72513219708;1;2;1;68.71;4;13.742;288.582;142019;19:01;274.84;13.742;4.1
37212611506,1,1,1,23.82,5,5955,125055,1282019,0,808333333333333,119.1,5955,5.4;;;;;;25610818343;2;1;1;56.53;4;11.306;237.426;342019;19:48;226.12;11.306;5.5
24410810162,3,1,2,34.21,10,17105,359205,122019,0,541666666666667,342.1,17105,5.1;;;;;;37212611506;1;1;1;23.82;5;5.955;125.055;1282019;19:24;119.1;5.955;5.4
56917114390,2,1,2,21.87,2,2187,45927,1252019,0,603472222222222,43.74,2187,6.9;;;;;;24410810162;3;1;2;34.21;10;17.105;359.205;122019;13:00;342.1;17.105;5.1
13212316451,2,2,2,20.97,5,52425,1100925,142019,0,55625,104.85,52425,7.8;;;;;;56917114390;2;1;2;21.87;2;2.187;45.927;1252019;14:29;43.74;2.187;6.9
69619012548,1,1,2,25.84,3,3876,81396,3102019,0,788194444444445,77.52,3876,6.6;;;;;;13212316451;2;2;2;20.97;5;52.425;1.100.925;142019;13:21;104.85;52.425;7.8
47211519636,1,1,2,50.93,8,20372,427812,3222019,0,816666666666667,407.44,20372,9.2;;;;;;69619012548;1;1;2;25.84;3;3.876;81.396;3102019;18:55;77.52;3.876;6.6
26810316164,1,1,1,96.11,1,48055,1009155,1252019,0,686111111111111,96.11,48055,7.8;;;;;;47211519636;1;1;2;50.93;8;20.372;427.812;3222019;19:36;407.44;20.372;9.2
75015719686,2,1,1,45.38,4,9076,190596,182019,0,575,181.52,9076,8.7;;;;;;26810316164;1;1;1;96.11;1;48.055;1.009.155;1252019;16:28;96.11;48.055;7.8
18610913669,3,2,1,81.51,1,40755,855855,1222019,0,45625,81.51,40755,9.2;;;;;;75015719686;2;1;1;45.38;4;9.076;190.596;182019;13:48;181.52;9.076;8.7
84810711692,3,1,1,57.22,2,5722,120162,1122019,0,717361111111111,114.44,5722,8.3;;;;;;18610913669;3;2;1;81.51;1;40.755;855.855;1222019;10:57;81.51;40.755;9.2
74517113520,2,2,1,25.22,7,8827,185367,242019,0,432638888888889,176.54,8827,8.2;;;;;;84810711692;3;1;1;57.22;2;5.722;120.162;1122019;17:13;114.44;5.722;8.3
26617616436,1,2,1,38.6,3,5.79,121.59,3282019,0,58125,115.8,5.79,7.5;;;;;;74517113520;2;2;1;25.22;7;8.827;185.367;242019;10:23;176.54;8.827;8.2
74012212500,3,1,1,84.05,3,126075,2647575,1232019,0,561805555555556,252.15,126075,9.8;;;;;;26617616436;1;2;1;38.6;3;5.79;121.59;3282019;13:57;115.8;5.79;7.5
27118818734,3,2,2,97.21,10,48605,1020705,282019,0,541666666666667,972.1,48605,8.7;;;;;;74012212500;3;1;1;84.05;3;126.075;2.647.575;1232019;13:29;252.15;126.075;9.8
30118118610,3,2,2,25.42,8,10168,213528,3192019,0,820833333333333,203.36,10168,6.7;;;;;;27118818734;3;2;2;97.21;10;48.605;1.020.705;282019;13:00;972.1;48.605;8.7
48916414354,2,1,2,16.28,1,0.814,17094,392019,0,65,16.28,0.814,5;;;;;;30118118610;3;2;2;25.42;8;10.168;213.528;3192019;19:42;203.36;10.168;6.7
19818417132,3,2,2,40.61,9,182745,3837645,122019,0,569444444444444,365.49,182745,7;;;;;;48916414354;2;1;2;16.28;1;0.814;17.094;392019;15:36;16.28;0.814;5
26911018440,2,2,1,53.17,7,186095,3907995,1212019,0,750694444444444,372.19,186095,8.9;;;;;;19818417132;3;2;2;40.61;9;182.745;3.837.645;122019;13:40;365.49;182.745;7
65019816268,1,2,2,20.87,3,31305,657405,3202019,0,578472222222222,62.61,31305,8;;;;;;26911018440;2;2;1;53.17;7;186.095;3.907.995;1212019;18:01;372.19;186.095;8.9
74117313559,2,1,1,67.27,5,168175,3531675,2272019,0,727083333333333,336.35,168175,6.9;;;;;;65019816268;1;2;2;20.87;3;31.305;657.405;3202019;13:53;62.61;31.305;8
32517716186,2,2,2,90.65,10,45325,951825,382019,0,453472222222222,906.5,45325,7.3;;;;;;74117313559;2;1;1;67.27;5;168.175;3.531.675;2272019;17:27;336.35;168.175;6.9
28617517818,1,1,2,69.08,2,6908,145068,1312019,0,825,138.16,6908,6.9;;;;;;32517716186;2;2;2;90.65;10;45.325;951.825;382019;10:53;906.5;45.325;7.3
