Branch;City;Customer type;Gender;Unit price;Quantity;Tax 5%;Total;Time;Payment;cogs;gross income;Rating;;Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross income,Rating
2;3;2;2;57.95;6;17.385;365.085;13:02;2;347.7;17.385;5.2;;2,3,2,2,57.95,6,17385,365085,0,543055555555556,2,347.7,17385,5.2
3;2;2;2;47.65;3;71.475;1.500.975;12:58;3;142.95;71.475;9.5;;3,2,2,2,47.65,3,71475,1500975,0,540277777777778,3,142.95,71475,9.5
2;3;1;2;42.82;9;19.269;404.649;15:26;3;385.38;19.269;8.9;;2,3,1,2,42.82,9,19269,404649,0,643055555555556,3,385.38,19269,8.9
2;3;1;1;48.09;3;72.135;1.514.835;18:23;3;144.27;72.135;7.8;;2,3,1,1,48.09,3,72135,1514835,0,765972222222222,3,144.27,72135,7.8
2;3;1;2;55.97;7;195.895;4.113.795;19:06;1;391.79;195.895;8.9;;2,3,1,2,55.97,7,195895,4113795,0,795833333333333,1,391.79,195895,8.9
2;3;1;2;76.9;7;26.915;565.215;20:21;2;538.3;26.915;7.7;;2,3,1,2,76.9,7,26915,565215,0,847916666666667,2,538.3,26915,7.7
3;2;2;2;97.03;5;242.575;5.094.075;16:24;1;485.15;242.575;9.3;;3,2,2,2,97.03,5,242575,5094075,0,683333333333333,1,485.15,242575,9.3
1;1;2;1;44.65;3;66.975;1.406.475;15:04;2;133.95;66.975;6.2;;1,1,2,1,44.65,3,66975,1406475,0,627777777777778,2,133.95,66975,6.2
1;1;2;2;77.93;9;350.685;7.364.385;16:10;1;701.37;350.685;7.6;;1,1,2,2,77.93,9,350685,7364385,0,673611111111111,1,701.37,350685,7.6
1;1;1;1;71.95;1;35.975;755.475;12:14;2;71.95;35.975;7.3;;1,1,1,1,71.95,1,35975,755475,0,509722222222222,2,71.95,35975,7.3
3;2;1;2;89.25;8;35.7;749.7;10:13;2;714;35.7;4.7;;3,2,1,2,89.25,8,35.7,749.7,0,425694444444444,2,714,35.7,4.7
1;1;2;1;26.02;7;9.107;191.247;17:38;2;182.14;9.107;5.1;;1,1,2,1,26.02,7,9107,191247,0,734722222222222,2,182.14,9107,5.1
2;3;2;2;13.5;10;6.75;141.75;11:06;3;135;6.75;4.8;;2,3,2,2,13.5,10,6.75,141.75,0,4625,3,135,6.75,4.8
3;2;1;2;99.3;10;49.65;1042.65;14:53;3;993;49.65;6.6;;3,2,1,2,99.3,10,49.65,1042.65,0,620138888888889,3,993,49.65,6.6
1;1;2;1;51.69;7;180.915;3.799.215;18:22;2;361.83;180.915;5.5;;1,1,2,1,51.69,7,180915,3799215,0,765277777777778,2,361.83,180915,5.5
2;3;1;2;54.73;7;191.555;4.022.655;19:02;3;383.11;191.555;8.5;;2,3,1,2,54.73,7,191555,4022655,0,793055555555556,3,383.11,191555,8.5
2;3;1;1;27;9;12.15;255.15;14:16;2;243;12.15;4.8;;2,3,1,1,27,9,12.15,255.15,0,594444444444444,2,243,12.15,4.8
3;2;2;2;30.24;1;1.512;31.752;15:44;2;30.24;1.512;8.4;;3,2,2,2,30.24,1,1512,31752,0,655555555555556,2,30.24,1512,8.4
2;3;1;2;89.14;4;17.828;374.388;12:20;3;356.56;17.828;7.8;;2,3,1,2,89.14,4,17828,374388,0,513888888888889,3,356.56,17828,7.8
3;2;2;2;37.55;10;18.775;394.275;20:01;3;375.5;18.775;9.3;;3,2,2,2,37.55,10,18775,394275,0,834027777777778,3,375.5,18775,9.3
3;2;2;2;95.44;10;47.72;1002.12;13:45;2;954.4;47.72;5.2;;3,2,2,2,95.44,10,47.72,1002.12,0,572916666666667,2,954.4,47.72,5.2
2;3;2;1;27.5;3;4.125;86.625;15:40;1;82.5;4.125;6.5;;2,3,2,1,27.5,3,4125,86625,0,652777777777778,1,82.5,4125,6.5
2;3;2;1;74.97;1;37.485;787.185;16:58;2;74.97;37.485;5.6;;2,3,2,1,74.97,1,37485,787185,0,706944444444444,2,74.97,37485,5.6
1;1;1;1;80.96;8;32.384;680.064;11:12;3;647.68;32.384;7.4;;1,1,1,1,80.96,8,32384,680064,0,466666666666667,3,647.68,32384,7.4
3;2;2;2;94.47;8;37.788;793.548;15:12;2;755.76;37.788;9.1;;3,2,2,2,94.47,8,37788,793548,0,633333333333333,2,755.76,37788,9.1
3;2;2;1;99.79;2;9.979;209.559;20:37;1;199.58;9.979;8;;3,2,2,1,99.79,2,9979,209559,0,859027777777778,1,199.58,9979,8
1;1;2;1;73.22;6;21.966;461.286;17:44;2;439.32;21.966;7.2;;1,1,2,1,73.22,6,21966,461286,0,738888888888889,2,439.32,21966,7.2
3;2;2;2;41.24;4;8.248;173.208;16:23;2;164.96;8.248;7.1;;3,2,2,2,41.24,4,8248,173208,0,682638888888889,2,164.96,8248,7.1
3;2;2;2;81.68;4;16.336;343.056;12:12;2;326.72;16.336;9.1;;3,2,2,2,81.68,4,16336,343056,0,508333333333333,2,326.72,16336,9.1
3;2;2;2;51.32;9;23.094;484.974;19:33;2;461.88;23.094;5.6;;3,2,2,2,51.32,9,23094,484974,0,814583333333333,2,461.88,23094,5.6
1;1;1;1;65.94;4;13.188;276.948;10:29;2;263.76;13.188;6;;1,1,1,1,65.94,4,13188,276948,0,436805555555556,2,263.76,13188,6
3;2;2;2;14.36;10;7.18;150.78;14:28;2;143.6;7.18;5.4;;3,2,2,2,14.36,10,7.18,150.78,0,602777777777778,2,143.6,7.18,5.4
1;1;1;1;21.5;9;9.675;203.175;12:46;3;193.5;9.675;7.8;;1,1,1,1,21.5,9,9675,203175,0,531944444444444,3,193.5,9675,7.8
2;3;1;2;26.26;7;9.191;193.011;19:40;2;183.82;9.191;9.9;;2,3,1,2,26.26,7,9191,193011,0,819444444444445,2,183.82,9191,9.9
2;3;2;2;60.96;2;6.096;128.016;19:39;3;121.92;6.096;4.9;;2,3,2,2,60.96,2,6096,128016,0,81875,3,121.92,6096,4.9
3;2;2;2;70.11;6;21.033;441.693;17:54;1;420.66;21.033;5.2;;3,2,2,2,70.11,6,21033,441693,0,745833333333333,1,420.66,21033,5.2
3;2;2;1;42.08;6;12.624;265.104;12:25;2;252.48;12.624;8.9;;3,2,2,1,42.08,6,12624,265104,0,517361111111111,2,252.48,12624,8.9
1;1;2;2;67.09;5;167.725;3.522.225;16:47;3;335.45;167.725;9.1;;1,1,2,2,67.09,5,167725,3522225,0,699305555555556,3,335.45,167725,9.1
1;1;1;2;96.7;5;24.175;507.675;12:52;1;483.5;24.175;7;;1,1,1,2,96.7,5,24175,507675,0,536111111111111,1,483.5,24175,7
2;3;1;2;35.38;9;15.921;334.341;19:50;3;318.42;15.921;9.6;;2,3,1,2,35.38,9,15921,334341,0,826388888888889,3,318.42,15921,9.6
3;2;2;1;95.49;7;334.215;7.018.515;18:17;1;668.43;334.215;8.7;;3,2,2,1,95.49,7,334215,7018515,0,761805555555556,1,668.43,334215,8.7
3;2;1;1;96.98;4;19.396;407.316;17:20;1;387.92;19.396;9.4;;3,2,1,1,96.98,4,19396,407316,0,722222222222222,1,387.92,19396,9.4
2;3;2;2;23.65;4;4.73;99.33;13:32;3;94.6;4.73;4;;2,3,2,2,23.65,4,4.73,99.33,0,563888888888889,3,94.6,4.73,4
1;1;1;1;82.33;4;16.466;345.786;10:37;3;329.32;16.466;7.5;;1,1,1,1,82.33,4,16466,345786,0,442361111111111,3,329.32,16466,7.5
3;2;2;2;26.61;2;2.661;55.881;14:35;2;53.22;2.661;4.2;;3,2,2,2,26.61,2,2661,55881,0,607638888888889,2,53.22,2661,4.2
2;3;2;2;99.69;5;249.225;5.233.725;12:09;2;498.45;249.225;9.9;;2,3,2,2,99.69,5,249225,5233725,0,50625,2,498.45,249225,9.9
3;2;1;2;74.89;4;14.978;314.538;15:32;1;299.56;14.978;4.2;;3,2,1,2,74.89,4,14978,314538,0,647222222222222,1,299.56,14978,4.2
1;1;2;2;40.94;5;10.235;214.935;13:58;1;204.7;10.235;9.9;;1,1,2,2,40.94,5,10235,214935,0,581944444444444,1,204.7,10235,9.9
2;3;1;1;75.82;1;3.791;79.611;13:19;2;75.82;3.791;5.8;;2,3,1,1,75.82,1,3791,79611,0,554861111111111,2,75.82,3791,5.8
3;2;2;1;46.77;6;14.031;294.651;13:37;2;280.62;14.031;6;;3,2,2,1,46.77,6,14031,294651,0,567361111111111,2,280.62,14031,6
1;1;2;2;32.32;10;16.16;339.36;16:49;3;323.2;16.16;10;;1,1,2,2,32.32,10,16.16,339.36,0,700694444444444,3,323.2,16.16,10
3;2;1;2;54.07;9;243.315;5.109.615;14:55;1;486.63;243.315;9.5;;3,2,1,2,54.07,9,243315,5109615,0,621527777777778,1,486.63,243315,9.5
2;3;2;1;18.22;7;6.377;133.917;14:04;3;127.54;6.377;6.6;;2,3,2,1,18.22,7,6377,133917,0,586111111111111,3,127.54,6377,6.6
3;2;1;2;80.48;3;12.072;253.512;12:31;2;241.44;12.072;8.1;;3,2,1,2,80.48,3,12072,253512,0,521527777777778,2,241.44,12072,8.1
2;3;2;2;37.95;10;18.975;398.475;14:51;2;379.5;18.975;9.7;;2,3,2,2,37.95,10,18975,398475,0,61875,2,379.5,18975,9.7
1;1;1;1;76.82;1;3.841;80.661;18:27;1;76.82;3.841;7.2;;1,1,1,1,76.82,1,3841,80661,0,76875,1,76.82,3841,7.2
1;1;1;2;52.26;10;26.13;548.73;12:45;3;522.6;26.13;6.2;;1,1,1,2,52.26,10,26.13,548.73,0,53125,3,522.6,26.13,6.2
1;1;2;2;79.74;1;3.987;83.727;10:36;1;79.74;3.987;7.3;;1,1,2,2,79.74,1,3987,83727,0,441666666666667,1,79.74,3987,7.3
1;1;2;2;77.5;5;19.375;406.875;20:36;1;387.5;19.375;4.3;;1,1,2,2,77.5,5,19375,406875,0,858333333333333,1,387.5,19375,4.3
1;1;2;2;54.27;5;135.675;2.849.175;14:16;1;271.35;135.675;4.6;;1,1,2,2,54.27,5,135675,2849175,0,594444444444444,1,271.35,135675,4.6
2;3;2;1;13.59;9;61.155;1.284.255;10:26;2;122.31;61.155;5.8;;2,3,2,1,13.59,9,61155,1284255,0,434722222222222,2,122.31,61155,5.8
2;3;1;2;41.06;6;12.318;258.678;13:30;3;246.36;12.318;8.3;;2,3,1,2,41.06,6,12318,258678,0,5625,3,246.36,12318,8.3
2;3;1;1;19.24;9;8.658;181.818;16:28;2;173.16;8.658;8;;2,3,1,1,19.24,9,8658,181818,0,686111111111111,2,173.16,8658,8
3;2;2;2;39.43;6;11.829;248.409;20:18;3;236.58;11.829;9.4;;3,2,2,2,39.43,6,11829,248409,0,845833333333333,3,236.58,11829,9.4
3;2;2;1;46.22;4;9.244;194.124;20:04;3;184.88;9.244;6.2;;3,2,2,1,46.22,4,9244,194124,0,836111111111111,3,184.88,9244,6.2
3;2;1;1;13.98;1;0.699;14.679;13:38;1;13.98;0.699;9.8;;3,2,1,1,13.98,1,0.699,14679,0,568055555555556,1,13.98,0.699,9.8
2;3;2;2;39.75;5;99.375;2.086.875;10:43;1;198.75;99.375;9.6;;2,3,2,2,39.75,5,99375,2086875,0,446527777777778,1,198.75,99375,9.6
3;2;1;2;97.79;7;342.265;7.187.565;17:30;1;684.53;342.265;4.9;;3,2,1,2,97.79,7,342265,7187565,0,729166666666667,1,684.53,342265,4.9
1;1;1;1;67.26;4;13.452;282.492;15:28;3;269.04;13.452;8;;1,1,1,1,67.26,4,13452,282492,0,644444444444444,3,269.04,13452,8
1;1;2;1;13.79;5;34.475;723.975;19:07;3;68.95;34.475;7.8;;1,1,2,1,13.79,5,34475,723975,0,796527777777778,3,68.95,34475,7.8
2;3;1;2;68.71;4;13.742;288.582;19:01;2;274.84;13.742;4.1;;2,3,1,2,68.71,4,13742,288582,0,792361111111111,2,274.84,13742,4.1
1;1;2;2;56.53;4;11.306;237.426;19:48;1;226.12;11.306;5.5;;1,1,2,2,56.53,4,11306,237426,0,825,1,226.12,11306,5.5
3;2;2;2;23.82;5;5.955;125.055;19:24;1;119.1;5.955;5.4;;3,2,2,2,23.82,5,5955,125055,0,808333333333333,1,119.1,5955,5.4
2;3;2;2;34.21;10;17.105;359.205;13:00;2;342.1;17.105;5.1;;2,3,2,2,34.21,10,17105,359205,0,541666666666667,2,342.1,17105,5.1
2;3;2;1;21.87;2;2.187;45.927;14:29;1;43.74;2.187;6.9;;2,3,2,1,21.87,2,2187,45927,0,603472222222222,1,43.74,2187,6.9
1;1;1;1;20.97;5;52.425;1.100.925;13:21;2;104.85;52.425;7.8;;1,1,1,1,20.97,5,52425,1100925,0,55625,2,104.85,52425,7.8
1;1;2;1;25.84;3;3.876;81.396;18:55;1;77.52;3.876;6.6;;1,1,2,1,25.84,3,3876,81396,0,788194444444445,1,77.52,3876,6.6
1;1;2;1;50.93;8;20.372;427.812;19:36;1;407.44;20.372;9.2;;1,1,2,1,50.93,8,20372,427812,0,816666666666667,1,407.44,20372,9.2
2;3;2;1;96.11;1;48.055;1.009.155;16:28;1;96.11;48.055;7.8;;2,3,2,1,96.11,1,48055,1009155,0,686111111111111,1,96.11,48055,7.8
3;2;2;2;45.38;4;9.076;190.596;13:48;3;181.52;9.076;8.7;;3,2,2,2,45.38,4,9076,190596,0,575,3,181.52,9076,8.7
3;2;1;2;81.51;1;40.755;855.855;10:57;1;81.51;40.755;9.2;;3,2,1,2,81.51,1,40755,855855,0,45625,1,81.51,40755,9.2
2;3;2;2;57.22;2;5.722;120.162;17:13;1;114.44;5.722;8.3;;2,3,2,2,57.22,2,5722,120162,0,717361111111111,1,114.44,5722,8.3
1;1;1;2;25.22;7;8.827;185.367;10:23;2;176.54;8.827;8.2;;1,1,1,2,25.22,7,8827,185367,0,432638888888889,2,176.54,8827,8.2
3;2;1;2;38.6;3;5.79;121.59;13:57;1;115.8;5.79;7.5;;3,2,1,2,38.6,3,5.79,121.59,0,58125,1,115.8,5.79,7.5
3;2;2;2;84.05;3;126.075;2.647.575;13:29;2;252.15;126.075;9.8;;3,2,2,2,84.05,3,126075,2647575,0,561805555555556,2,252.15,126075,9.8
3;2;1;2;97.21;10;48.605;1.020.705;13:00;3;972.1;48.605;8.7;;3,2,1,2,97.21,10,48605,1020705,0,541666666666667,3,972.1,48605,8.7
2;3;1;1;25.42;8;10.168;213.528;19:42;3;203.36;10.168;6.7;;2,3,1,1,25.42,8,10168,213528,0,820833333333333,3,203.36,10168,6.7
3;2;2;1;16.28;1;0.814;17.094;15:36;2;16.28;0.814;5;;3,2,2,1,16.28,1,0.814,17094,0,65,2,16.28,0.814,5
2;3;1;1;40.61;9;182.745;3.837.645;13:40;2;365.49;182.745;7;;2,3,1,1,40.61,9,182745,3837645,0,569444444444444,2,365.49,182745,7
1;1;1;1;53.17;7;186.095;3.907.995;18:01;2;372.19;186.095;8.9;;1,1,1,1,53.17,7,186095,3907995,0,750694444444444,2,372.19,186095,8.9
2;3;1;2;20.87;3;31.305;657.405;13:53;3;62.61;31.305;8;;2,3,1,2,20.87,3,31305,657405,0,578472222222222,3,62.61,31305,8
2;3;2;1;67.27;5;168.175;3.531.675;17:27;2;336.35;168.175;6.9;;2,3,2,1,67.27,5,168175,3531675,0,727083333333333,2,336.35,168175,6.9
1;1;1;2;90.65;10;45.325;951.825;10:53;1;906.5;45.325;7.3;;1,1,1,2,90.65,10,45325,951825,0,453472222222222,1,906.5,45325,7.3
2;3;2;1;69.08;2;6.908;145.068;19:48;3;138.16;6.908;6.9;;2,3,2,1,69.08,2,6908,145068,0,825,3,138.16,6908,6.9
3;2;2;1;43.27;2;4.327;90.867;16:53;1;86.54;4.327;5.7;;3,2,2,1,43.27,2,4327,90867,0,703472222222222,1,86.54,4327,5.7
1;1;2;2;23.46;6;7.038;147.798;19:14;1;140.76;7.038;6.4;;1,1,2,2,23.46,6,7038,147798,0,801388888888889,1,140.76,7038,6.4
2;3;2;1;95.54;7;33.439;702.219;14:36;3;668.78;33.439;9.6;;2,3,2,1,95.54,7,33439,702219,0,608333333333333,3,668.78,33439,9.6
2;3;2;2;47.44;1;2.372;49.812;18:19;3;47.44;2.372;6.8;;2,3,2,2,47.44,1,2372,49812,0,763194444444444,3,47.44,2372,6.8
3;2;2;1;99.24;9;44.658;937.818;19:09;1;893.16;44.658;9;;3,2,2,1,99.24,9,44658,937818,0,797916666666667,1,893.16,44658,9
3;2;1;1;82.93;4;16.586;348.306;16:51;1;331.72;16.586;9.6;;3,2,1,1,82.93,4,16586,348306,0,702083333333333,1,331.72,16586,9.6
1;1;2;1;33.99;6;10.197;214.137;15:37;3;203.94;10.197;7.7;;1,1,2,1,33.99,6,10197,214137,0,650694444444444,3,203.94,10197,7.7
3;2;1;1;17.04;4;3.408;71.568;20:15;1;68.16;3.408;7;;3,2,1,1,17.04,4,3408,71568,0,84375,1,68.16,3408,7
3;2;2;2;40.86;8;16.344;343.224;14:38;3;326.88;16.344;6.5;;3,2,2,2,40.86,8,16344,343224,0,609722222222222,3,326.88,16344,6.5
3;2;1;1;17.44;5;4.36;91.56;19:25;2;87.2;4.36;8.1;;3,2,1,1,17.44,5,4.36,91.56,0,809027777777778,2,87.2,4.36,8.1
2;3;1;2;88.43;8;35.372;742.812;19:35;3;707.44;35.372;4.3;;2,3,1,2,88.43,8,35372,742812,0,815972222222222,3,707.44,35372,4.3
1;1;1;2;89.21;9;401.445;8.430.345;15:42;3;802.89;401.445;6.5;;1,1,1,2,89.21,9,401445,8430345,0,654166666666667,3,802.89,401445,6.5
3;2;2;1;12.78;1;0.639;13.419;14:11;1;12.78;0.639;9.5;;3,2,2,1,12.78,1,0.639,13419,0,590972222222222,1,12.78,0.639,9.5
1;1;2;2;19.1;7;6.685;140.385;10:43;2;133.7;6.685;9.7;;1,1,2,2,19.1,7,6685,140385,0,446527777777778,2,133.7,6685,9.7
2;3;1;2;19.15;1;0.9575;201.075;17:58;3;19.15;0.9575;9.5;;2,3,1,2,19.15,1,0.9575,201075,0,748611111111111,3,19.15,0.9575,9.5
3;2;1;1;27.66;10;13.83;290.43;11:26;3;276.6;13.83;8.9;;3,2,1,1,27.66,10,13.83,290.43,0,476388888888889,3,276.6,13.83,8.9
3;2;2;1;45.74;3;6.861;144.081;17:38;3;137.22;6.861;6.5;;3,2,2,1,45.74,3,6861,144081,0,734722222222222,3,137.22,6861,6.5
2;3;1;2;27.07;1;13.535;284.235;20:07;3;27.07;13.535;5.3;;2,3,1,2,27.07,1,13535,284235,0,838194444444444,3,27.07,13535,5.3
2;3;1;2;39.12;1;1.956;41.076;11:02;3;39.12;1.956;9.6;;2,3,1,2,39.12,1,1956,41076,0,459722222222222,3,39.12,1956,9.6
2;3;2;2;74.71;6;22.413;470.673;19:07;2;448.26;22.413;6.7;;2,3,2,2,74.71,6,22413,470673,0,796527777777778,2,448.26,22413,6.7
2;3;2;1;22.01;6;6.603;138.663;18:50;2;132.06;6.603;7.6;;2,3,2,1,22.01,6,6603,138663,0,784722222222222,2,132.06,6603,7.6
1;1;2;2;63.61;5;159.025;3.339.525;12:43;1;318.05;159.025;4.8;;1,1,2,2,63.61,5,159025,3339525,0,529861111111111,1,318.05,159025,4.8
1;1;2;1;25;1;1.25;26.25;15:09;1;25;1.25;5.5;;1,1,2,1,25,1,1.25,26.25,0,63125,1,25,1.25,5.5
1;1;1;1;20.77;4;4.154;87.234;13:47;2;83.08;4.154;4.7;;1,1,1,1,20.77,4,4154,87234,0,574305555555556,2,83.08,4154,4.7
2;3;1;2;29.56;5;7.39;155.19;16:59;2;147.8;7.39;6.9;;2,3,1,2,29.56,5,7.39,155.19,0,707638888888889,2,147.8,7.39,6.9
2;3;1;2;77.4;9;34.83;731.43;14:15;3;696.6;34.83;4.5;;2,3,1,2,77.4,9,34.83,731.43,0,59375,3,696.6,34.83,4.5
2;3;2;1;79.39;10;39.695;833.595;20:24;2;793.9;39.695;6.2;;2,3,2,1,79.39,10,39695,833595,0,85,2,793.9,39695,6.2
3;2;1;2;46.57;10;23.285;488.985;13:58;2;465.7;23.285;7.6;;3,2,1,2,46.57,10,23285,488985,0,581944444444444,2,465.7,23285,7.6
3;2;2;1;35.89;1;17.945;376.845;16:52;3;35.89;17.945;7.9;;3,2,2,1,35.89,1,17945,376845,0,702777777777778,3,35.89,17945,7.9
3;2;2;1;40.52;5;10.13;212.73;15:19;2;202.6;10.13;4.5;;3,2,2,1,40.52,5,10.13,212.73,0,638194444444444,2,202.6,10.13,4.5
2;3;1;2;73.05;10;36.525;767.025;12:25;3;730.5;36.525;8.7;;2,3,1,2,73.05,10,36525,767025,0,517361111111111,3,730.5,36525,8.7
3;2;2;2;73.95;4;14.79;310.59;10:02;2;295.8;14.79;6.1;;3,2,2,2,73.95,4,14.79,310.59,0,418055555555556,2,295.8,14.79,6.1
3;2;1;2;22.62;1;1.131;23.751;18:58;2;22.62;1.131;6.4;;3,2,1,2,22.62,1,1131,23751,0,790277777777778,2,22.62,1131,6.4
1;1;1;1;51.34;5;12.835;269.535;15:31;3;256.7;12.835;9.1;;1,1,1,1,51.34,5,12835,269535,0,646527777777778,3,256.7,12835,9.1
3;2;1;2;54.55;10;27.275;572.775;11:22;3;545.5;27.275;7.1;;3,2,1,2,54.55,10,27275,572775,0,473611111111111,3,545.5,27275,7.1
3;2;1;2;37.15;7;130.025;2.730.525;13:12;3;260.05;130.025;7.7;;3,2,1,2,37.15,7,130025,2730525,0,55,3,260.05,130025,7.7
2;3;2;1;37.02;6;11.106;233.226;18:33;2;222.12;11.106;4.5;;2,3,2,1,37.02,6,11106,233226,0,772916666666667,2,222.12,11106,4.5
3;2;2;1;21.58;1;1.079;22.659;10:02;1;21.58;1.079;7.2;;3,2,2,1,21.58,1,1079,22659,0,418055555555556,1,21.58,1079,7.2
3;2;1;2;98.84;1;4.942;103.782;11:21;2;98.84;4.942;8.4;;3,2,1,2,98.84,1,4942,103782,0,472916666666667,2,98.84,4942,8.4
3;2;1;2;83.77;6;25.131;527.751;12:10;1;502.62;25.131;5.4;;3,2,1,2,83.77,6,25131,527751,0,506944444444444,1,502.62,25131,5.4
1;1;1;2;40.05;4;8.01;168.21;11:40;2;160.2;8.01;9.7;;1,1,1,2,40.05,4,8.01,168.21,0,486111111111111,2,160.2,8.01,9.7
1;1;1;1;43.13;10;21.565;452.865;18:31;3;431.3;21.565;5.5;;1,1,1,1,43.13,10,21565,452865,0,771527777777778,3,431.3,21565,5.5
2;3;1;1;72.57;8;29.028;609.588;17:58;2;580.56;29.028;4.6;;2,3,1,1,72.57,8,29028,609588,0,748611111111111,2,580.56,29028,4.6
1;1;1;2;64.44;5;16.11;338.31;17:04;2;322.2;16.11;6.6;;1,1,1,2,64.44,5,16.11,338.31,0,711111111111111,2,322.2,16.11,6.6
1;1;2;1;65.18;3;9.777;205.317;20:35;3;195.54;9.777;6.3;;1,1,2,1,65.18,3,9777,205317,0,857638888888889,3,195.54,9777,6.3
1;1;2;2;33.26;5;8.315;174.615;16:10;3;166.3;8.315;4.2;;1,1,2,2,33.26,5,8315,174615,0,673611111111111,3,166.3,8315,4.2
3;2;2;1;84.07;4;16.814;353.094;16:54;1;336.28;16.814;4.4;;3,2,2,1,84.07,4,16814,353094,0,704166666666667,1,336.28,16814,4.4
2;3;2;1;34.37;10;17.185;360.885;10:11;1;343.7;17.185;6.7;;2,3,2,1,34.37,10,17185,360885,0,424305555555556,1,343.7,17185,6.7
1;1;2;1;38.6;1;1.93;40.53;11:26;1;38.6;1.93;6.7;;1,1,2,1,38.6,1,1.93,40.53,0,476388888888889,1,38.6,1.93,6.7
3;2;2;1;65.97;8;26.388;554.148;20:29;2;527.76;26.388;8.4;;3,2,2,1,65.97,8,26388,554148,0,853472222222222,2,527.76,26388,8.4
3;2;2;2;32.8;10;16.4;344.4;12:12;2;328;16.4;6.2;;3,2,2,2,32.8,10,16.4,344.4,0,508333333333333,2,328,16.4,6.2
1;1;2;1;37.14;5;9.285;194.985;13:05;1;185.7;9.285;5;;1,1,2,1,37.14,5,9285,194985,0,545138888888889,1,185.7,9285,5
2;3;1;1;60.38;10;30.19;633.99;16:19;2;603.8;30.19;6;;2,3,1,1,60.38,10,30.19,633.99,0,679861111111111,2,603.8,30.19,6
3;2;1;2;36.98;10;18.49;388.29;19:48;3;369.8;18.49;7;;3,2,1,2,36.98,10,18.49,388.29,0,825,3,369.8,18.49,7
2;3;1;2;49.49;4;9.898;207.858;15:25;1;197.96;9.898;6.6;;2,3,1,2,49.49,4,9898,207858,0,642361111111111,1,197.96,9898,6.6
2;3;2;2;41.09;10;20.545;431.445;14:42;2;410.9;20.545;7.3;;2,3,2,2,41.09,10,20545,431445,0,6125,2,410.9,20545,7.3
1;1;2;1;37.15;4;7.43;156.03;18:59;1;148.6;7.43;8.3;;1,1,2,1,37.15,4,7.43,156.03,0,790972222222222,1,148.6,7.43,8.3
3;2;2;1;22.96;1;1.148;24.108;20:47;2;22.96;1.148;4.3;;3,2,2,1,22.96,1,1148,24108,0,865972222222222,2,22.96,1148,4.3
2;3;1;2;77.68;9;34.956;734.076;13:21;1;699.12;34.956;9.8;;2,3,1,2,77.68,9,34956,734076,0,55625,1,699.12,34956,9.8
2;3;2;2;34.7;2;3.47;72.87;19:48;1;69.4;3.47;8.2;;2,3,2,2,34.7,2,3.47,72.87,0,825,1,69.4,3.47,8.2
1;1;1;2;19.66;10;9.83;206.43;18:20;3;196.6;9.83;7.2;;1,1,1,2,19.66,10,9.83,206.43,0,763888888888889,3,196.6,9.83,7.2
2;3;1;2;25.32;8;10.128;212.688;20:24;1;202.56;10.128;8.7;;2,3,1,2,25.32,8,10128,212688,0,85,1,202.56,10128,8.7
3;2;1;2;12.12;10;6.06;127.26;13:44;3;121.2;6.06;8.4;;3,2,1,2,12.12,10,6.06,127.26,0,572222222222222,3,121.2,6.06,8.4
2;3;2;1;99.89;2;9.989;209.769;11:48;1;199.78;9.989;7.1;;2,3,2,1,99.89,2,9989,209769,0,491666666666667,1,199.78,9989,7.1
2;3;2;1;75.92;8;30.368;637.728;14:14;2;607.36;30.368;5.5;;2,3,2,1,75.92,8,30368,637728,0,593055555555556,2,607.36,30368,5.5
3;2;2;2;63.22;2;6.322;132.762;15:51;2;126.44;6.322;8.5;;3,2,2,2,63.22,2,6322,132762,0,660416666666667,2,126.44,6322,8.5
3;2;2;2;90.24;6;27.072;568.512;11:17;2;541.44;27.072;6.2;;3,2,2,2,90.24,6,27072,568512,0,470138888888889,2,541.44,27072,6.2
2;3;1;2;98.13;1;49.065;1.030.365;17:36;2;98.13;49.065;8.9;;2,3,1,2,98.13,1,49065,1030365,0,733333333333333,2,98.13,49065,8.9
1;1;1;2;51.52;8;20.608;432.768;15:47;2;412.16;20.608;9.6;;1,1,1,2,51.52,8,20608,432768,0,657638888888889,2,412.16,20608,9.6
2;3;1;1;73.97;1;36.985;776.685;15:53;3;73.97;36.985;5.4;;2,3,1,1,73.97,1,36985,776685,0,661805555555556,3,73.97,36985,5.4
3;2;1;2;31.9;1;1.595;33.495;12:40;1;31.9;1.595;9.1;;3,2,1,2,31.9,1,1595,33495,0,527777777777778,1,31.9,1595,9.1
3;2;2;1;69.4;2;6.94;145.74;19:48;1;138.8;6.94;9;;3,2,2,1,69.4,2,6.94,145.74,0,825,1,138.8,6.94,9
2;3;2;2;93.31;2;9.331;195.951;17:53;2;186.62;9.331;6.3;;2,3,2,2,93.31,2,9331,195951,0,745138888888889,2,186.62,9331,6.3
2;3;2;1;88.45;1;44.225;928.725;16:36;3;88.45;44.225;9.5;;2,3,2,1,88.45,1,44225,928725,0,691666666666667,3,88.45,44225,9.5
1;1;1;1;24.18;8;9.672;203.112;20:54;1;193.44;9.672;9.8;;1,1,1,1,24.18,8,9672,203112,0,870833333333333,1,193.44,9672,9.8
